"학교ID",학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000006329,복흥초등학교,초등학교,1925-04-10,공립,본교,운영,전라북도 순창군 복흥면 정산리 302,전라북도 순창군 복흥면 정산로 12,8320000,전라북도교육청,8441000,전라북도순창교육지원청,2013-11-29,2019-09-10,35.4312046,126.9319742,2020-03-20
B000006330,쌍치초등학교,초등학교,1913-05-10,공립,본교,운영,전라북도 순창군 쌍치면 쌍계리 129,전라북도 순창군 쌍치면 반계길 40,8320000,전라북도교육청,8441000,전라북도순창교육지원청,2013-11-29,2019-09-10,35.5016051,127.0028922,2020-03-20
B000006331,인계초등학교,초등학교,1927-06-01,공립,본교,운영,전라북도 순창군 인계면 가성리 497,전라북도 순창군 인계면 인성로 162-7,8320000,전라북도교육청,8441000,전라북도순창교육지원청,2013-11-29,2019-09-10,35.4142357,127.1588976,2020-03-20
B000006332,동산초등학교,초등학교,1963-03-07,공립,본교,운영,전라북도 순창군 복흥면 동산리 291-1,전라북도 순창군 복흥면 동산길 17,8320000,전라북도교육청,8441000,전라북도순창교육지원청,2013-11-29,2019-09-10,35.4559189,126.920519,2020-03-20
B000006333,시산초등학교,초등학교,1929-04-20,공립,본교,운영,전라북도 순창군 쌍치면 시산리 110,전라북도 순창군 쌍치면 시산길 45,8320000,전라북도교육청,8441000,전라북도순창교육지원청,2013-11-29,2019-09-10,35.4916644,126.9809607,2020-03-20
B000006334,고창초등학교,초등학교,1909-09-27,공립,본교,운영,전라북도 고창군 고창읍 교촌리 281-1,전라북도 고창군 고창읍 중앙로 259,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.4363681,126.7033205,2020-03-20
B000006335,고창남초등학교,초등학교,1961-09-01,공립,본교,운영,전라북도 고창군 고창읍 읍내리 542-2,전라북도 고창군 고창읍 중거리당산로 111,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.4291938,126.6975413,2020-03-20
B000006336,성내초등학교,초등학교,1924-04-21,공립,본교,운영,전라북도 고창군 성내면 양계리 481,전라북도 고창군 성내면 시기2길 2,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.5380547,126.7447784,2020-03-20
B000006337,흥덕초등학교,초등학교,1909-05-01,공립,본교,운영,전라북도 고창군 흥덕면 흥덕리 228-1,전라북도 고창군 흥덕면 흥덕초등길 13,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.5196518,126.7015106,2020-03-20
B000006338,신림초등학교,초등학교,1928-05-10,공립,본교,운영,전라북도 고창군 신림면 법지리 13-1,전라북도 고창군 신림면 동법지길 61,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.4942484,126.7001984,2020-03-20
B000006339,고수초등학교,초등학교,1934-06-01,공립,본교,운영,전라북도 고창군 고수면 황산리 215,전라북도 고창군 고수면 고수로 93,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.4044754,126.6859996,2020-03-20
B000006340,성송초등학교,초등학교,1923-05-10,공립,본교,운영,전라북도 고창군 성송면 암치리 389-1,전라북도 고창군 성송면 백토1길 10,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.3562523,126.643542,2020-03-20
B000006341,대산초등학교,초등학교,1923-06-10,공립,본교,운영,전라북도 고창군 대산면 율촌리 272,전라북도 고창군 대산면 장자산로 669,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.3285759,126.5637274,2020-03-20
B000006342,매산초등학교,초등학교,1945-10-05,공립,본교,운영,전라북도 고창군 대산면 매산리 196-3,전라북도 고창군 대산면 매산초등길 22,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.3402273,126.5945394,2020-03-20
B000006343,선동초등학교,초등학교,1935-05-01,공립,본교,운영,전라북도 고창군 공음면 선동리 615-1,전라북도 고창군 공음면 청보리로 1010,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-09,35.3679829,126.5561828,2020-03-20
B000006344,공음초등학교,초등학교,1929-07-08,공립,본교,운영,전라북도 고창군 공음면 칠암리 519,전라북도 고창군 공음면 공음길 20,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.3768957,126.5114318,2020-03-20
B000006345,무장초등학교,초등학교,1909-08-23,공립,본교,운영,전라북도 고창군 무장면 무장리 21-1,전라북도 고창군 무장면 무장초등길 24,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.4144022,126.5644763,2020-03-20
B000006346,동호초등학교,초등학교,1940-05-29,공립,본교,운영,전라북도 고창군 해리면 동호리 103-4,전라북도 고창군 해리면 신동호길 18,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-09,35.5075645,126.4941693,2020-03-20
B000006347,해리초등학교,초등학교,1922-05-01,공립,본교,운영,전라북도 고창군 해리면 안산리 504,전라북도 고창군 해리면 해리중앙로 152,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.465905,126.5359777,2020-03-20
B000006348,상하초등학교,초등학교,1931-05-19,공립,본교,운영,전라북도 고창군 상하면 장산리 78,전라북도 고창군 상하면 상하1길 36,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.4444332,126.4880355,2020-03-20
B000006349,심원초등학교,초등학교,1935-05-01,공립,본교,운영,전라북도 고창군 심원면 월산리 774,전라북도 고창군 심원면 심원로 229,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.5257124,126.5523919,2020-03-20
B000006350,대아초등학교,초등학교,1957-09-05,공립,본교,운영,전라북도 고창군 아산면 하갑리 181,전라북도 고창군 아산면 녹두로 776,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.4394969,126.6335145,2020-03-20
B000006351,아산초등학교,초등학교,1933-04-26,공립,본교,운영,전라북도 고창군 아산면 반암리 1081,전라북도 고창군 아산면 영모정길 45,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.4833238,126.6054629,2020-03-20
B000006352,부안초등학교,초등학교,1919-04-01,공립,본교,운영,전라북도 고창군 부안면 오산리 202-2,전라북도 고창군 부안면 복분자로 806,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.5118574,126.6632169,2020-03-20
B000006353,봉암초등학교,초등학교,1940-05-29,공립,본교,운영,전라북도 고창군 부안면 봉암리 211,전라북도 고창군 부안면 인촌로 505,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.5583265,126.6277504,2020-03-20
B000006354,가평초등학교,초등학교,1955-04-01,공립,본교,운영,전라북도 고창군 신림면 가평리 639,전라북도 고창군 신림면 가평로 472,8320000,전라북도교육청,8451000,전라북도고창교육지원청,2013-11-29,2019-09-10,35.4779099,126.7385161,2020-03-20
B000006355,부안초등학교,초등학교,1912-05-01,공립,본교,운영,전라북도 부안군 부안읍 동중리 173-3,전라북도 부안군 부안읍 부풍로 29,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.7280297,126.734027,2020-03-20
B000006356,부안남초등학교,초등학교,1956-04-10,공립,본교,운영,전라북도 부안군 부안읍 연곡리 398-4,전라북도 부안군 부안읍 연곡로 7,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.702081,126.7343696,2020-03-20
B000006357,부안동초등학교,초등학교,1953-06-01,공립,본교,운영,전라북도 부안군 부안읍 봉덕리 446,전라북도 부안군 부안읍 석정로 313,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.7163947,126.7383316,2020-03-20
B000006358,동진초등학교,초등학교,1930-07-01,공립,본교,운영,전라북도 부안군 동진면 봉황리 212-3,전라북도 부안군 동진면 동진로 145,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.7523259,126.743039,2020-03-20
B000006359,동북초등학교,초등학교,1967-04-01,공립,본교,운영,전라북도 부안군 동진면 본덕리 265-4,전라북도 부안군 동진면 제전길 63,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-09,35.7757359,126.7308954,2020-03-20
B000006360,계화초등학교,초등학교,1942-06-01,공립,본교,운영,전라북도 부안군 계화면 계화리 233,전라북도 부안군 계화면 계화로 475,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-09,35.7853845,126.6380479,2020-03-20
B000006361,창북초등학교,초등학교,1978-10-10,공립,본교,운영,전라북도 부안군 계화면 창북리 858,전라북도 부안군 계화면 창북중앙길 115,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.7622724,126.6941627,2020-03-20
B000006362,행안초등학교,초등학교,1941-04-10,공립,본교,운영,전라북도 부안군 행안면 진동리 199-1,전라북도 부안군 행안면 월륜길 18,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.7198682,126.716822,2020-03-20
B000006363,하서초등학교,초등학교,1940-04-17,공립,본교,운영,전라북도 부안군 하서면 청호리 598-1,전라북도 부안군 하서면 서당로 99,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-09,35.7205175,126.6498223,2020-03-20
B000006364,백련초등학교,초등학교,1947-04-01,공립,본교,운영,전라북도 부안군 하서면 백련리 555-3,전라북도 부안군 하서면 변산로 1203,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-09,35.707809,126.6010005,2020-03-20
B000006365,장신초등학교,초등학교,1970-05-21,공립,본교,운영,전라북도 부안군 하서면 장신리 72-1,전라북도 부안군 하서면 석불로 68,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.7174255,126.626243,2020-03-20
B000006366,격포초등학교,초등학교,1946-04-01,공립,본교,운영,전라북도 부안군 변산면 격포리 271-53,전라북도 부안군 변산면 격포윗길 11,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.6252457,126.4743847,2020-03-20
B000006367,변산초등학교,초등학교,1934-05-10,공립,본교,운영,전라북도 부안군 변산면 지서리 383-2,전라북도 부안군 변산면 지서1길 11,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.6625174,126.5280221,2020-03-20
B000006368,우덕초등학교,초등학교,1953-04-01,공립,본교,운영,전라북도 부안군 상서면 가오리 546-3,전라북도 부안군 상서면 부안로 1971,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.6836138,126.6761649,2020-03-20
B000006369,상서초등학교,초등학교,1922-04-30,공립,본교,운영,전라북도 부안군 상서면 통정리 416-2,전라북도 부안군 상서면 고인돌로 314,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.7078464,126.6599115,2020-03-20
B000006370,영전초등학교,초등학교,1968-04-01,공립,본교,운영,전라북도 부안군 보안면 영전리 515,전라북도 부안군 보안면 부안로 1158,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.6117245,126.6697576,2020-03-20
B000006371,줄포초등학교,초등학교,1915-06-01,공립,본교,운영,전라북도 부안군 줄포면 줄포리 200,전라북도 부안군 줄포면 줄포초교길 16,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.5919299,126.6809218,2020-03-20
B000006372,곰소초등학교,초등학교,1964-05-15,공립,본교,운영,전라북도 부안군 진서면 진서리 1047,전라북도 부안군 진서면 작도길 7,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.5952385,126.5996928,2020-03-20
B000006373,주산초등학교,초등학교,1924-09-01,공립,본교,운영,전라북도 부안군 주산면 갈촌리 289-1,전라북도 부안군 주산면 주산초교길 86-11,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.6664751,126.7146648,2020-03-20
B000006374,백룡초등학교,초등학교,1960-04-01,공립,본교,운영,전라북도 부안군 백산면 용계리 74-2,전라북도 부안군 백산면 시기길 15,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-09,35.7188366,126.8100587,2020-03-20
B000006375,백산초등학교,초등학교,1923-06-01,공립,본교,운영,전라북도 부안군 백산면 평교리 223,전라북도 부안군 백산면 백산로 306-7,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.7020758,126.7881055,2020-03-20
B000006376,위도초등학교,초등학교,1930-09-25,공립,본교,운영,전라북도 부안군 위도면 치도리 66-2,전라북도 부안군 위도면 진리잔등로 113-3,8320000,전라북도교육청,8461000,전라북도부안교육지원청,2013-11-29,2019-09-10,35.5960679,126.2923086,2020-03-20
B000006379,목포서산초등학교,초등학교,1966-12-23,공립,본교,운영,전라남도 목포시 서산동 17,전라남도 목포시 유달로 28,8490000,전라남도교육청,8501000,전라남도목포교육지원청,2013-11-29,2019-09-10,34.7824699,126.3742843,2020-03-20
